,Date,Normalized,NVDA,AMD,AMZN,G+!
1,2015-01-05,-0.5546345688038383,-0.8023616180418525,-0.13453385993143147,-0.8023616180418525,-0.8378989235992106
2,2015-01-06,-0.8378989235992106,-1.353122621800416,-0.318838033713944,-1.353122621800416,-0.13881131320566098
3,2015-01-07,-0.13881131320566098,-0.22467808209850368,-0.5095102005532476,-0.22467808209850368,1.597418150156159
4,2015-01-08,1.597418150156159,1.3586129339051014,0.23731181427617923,1.3586129339051014,-0.8946471890816775
5,2015-01-09,-0.8946471890816775,0.040794936962464126,0.14194872311720858,0.040794936962464126,-0.5154523437287218
6,2015-01-12,-0.5154523437287218,-0.6254562592635248,-0.04341655438661992,-0.6254562592635248,-0.11616313425609678
7,2015-01-13,-0.11616313425609678,-0.18125977936699378,0.23200492494070413,-0.18125977936699378,-1.277940258151394
8,2015-01-14,-1.277940258151394,0.04242937397640007,-0.318838033713944,0.04242937397640007,-1.198929206739807
9,2015-01-15,-1.198929206739807,-0.40522489428679187,-1.0808949967744292,-0.40522489428679187,0.7000042038501492
10,2015-01-16,0.7000042038501492,0.6086750058509642,-1.3295645361527362,0.6086750058509642,-0.015182038177111144
11,2015-01-20,-0.015182038177111144,5.561771212167412e-06,-1.6173626307120434,5.561771212167412e-06,-0.38286168369227186
12,2015-01-21,-0.38286168369227186,0.43601124011373854,2.132611607672727,0.43601124011373854,4.159966978181669
13,2015-01-22,4.159966978181669,0.5643767916471918,0.15400513009157737,0.5643767916471918,-0.459338739121617
14,2015-01-23,-0.459338739121617,-0.004008906165840305,-0.24083823886481723,-0.004008906165840305,-0.8014797906350283
15,2015-01-26,-0.8014797906350283,-0.2946019842081018,1.4927625065295531,-0.2946019842081018,-1.5601197333319308
16,2015-01-27,-1.5601197333319308,-2.090582131824222,0.7798057880105705,-2.090582131824222,-1.0017074861934503
17,2015-01-28,-1.0017074861934503,-0.7783951578403674,-0.681273619279982,-0.7783951578403674,0.09885188102404752
18,2015-01-29,0.09885188102404752,0.8428534970659228,-0.22878183189044843,0.8428534970659228,-1.1423954003581627
19,2015-01-30,-1.1423954003581627,-1.3120188914770714,-0.4184469189879695,-1.3120188914770714,0.7805147787583626
20,2015-02-02,0.7805147787583626,0.7463753643262669,0.8835178725906936,0.7463753643262669,0.5772895878129446
21,2015-02-03,0.5772895878129446,0.8676588963587557,0.761609658694742,0.8676588963587557,-0.6534987112059987
22,2015-02-04,-0.6534987112059987,-0.020753031815005984,0.7357754342683752,-0.020753031815005984,0.6226331672480085
23,2015-02-05,0.6226331672480085,0.5300184308695945,3.589989304629346,0.5300184308695945,0.1993863425455767
24,2015-02-06,0.1993863425455767,-0.2964826182495465,-2.1896597870462937,-0.2964826182495465,-0.23029066512746998
25,2015-02-09,-0.23029066512746998,-0.15947827296607173,0.036592524375034685,-0.15947827296607173,1.017128322512529
26,2015-02-10,1.017128322512529,0.9844729507835822,-0.04341655438661992,0.9844729507835822,-0.18296473505011784
27,2015-02-11,-0.18296473505011784,-0.3887111156966101,0.19504100935227303,-0.3887111156966101,-0.48598599625494193
28,2015-02-12,-0.48598599625494193,2.6491351619449777,0.34888169406752784,2.6491351619449777,1.8759603617010376
29,2015-02-13,1.8759603617010376,-0.10224185687325504,0.18895587376455605,-0.10224185687325504,-0.09259741497458854
30,2015-02-17,-0.09259741497458854,0.005257307036289687,-0.35374324992224104,0.005257307036289687,0.4830412391263902
31,2015-02-18,0.4830412391263902,-0.5881556353311945,-0.27879222704545514,-0.5881556353311945,0.7674467709421104
32,2015-02-19,0.7674467709421104,-0.011719748431391038,-0.2016108170428845,-0.011719748431391038,0.35544569047894986
33,2015-02-20,0.35544569047894986,0.16765018954731067,-0.04341655438661992,0.16765018954731067,0.014886204901544364
34,2015-02-23,0.014886204901544364,-0.44416858581385743,-0.04341655438661992,-0.44416858581385743,0.3104908192346832
35,2015-02-24,0.3104908192346832,0.14996129084436838,0.35015338092847986,0.14996129084436838,-0.09079326071479356
36,2015-02-25,-0.09079326071479356,-0.42651411591336075,-0.12162188264684254,-0.42651411591336075,0.16187686069346843
37,2015-02-26,0.16187686069346843,-0.011812185565677235,-0.20058689878523256,-0.011812185565677235,-0.7037195022135748
38,2015-02-27,-0.7037195022135748,-0.37354408583050636,0.19195911827221532,-0.37354408583050636,0.4591480916037141
39,2015-03-02,0.4591480916037141,0.8482840179668613,0.7250885158480211,0.8482840179668613,-0.16467873214959045
40,2015-03-03,-0.16467873214959045,-0.8714234347664377,-0.5788055932964193,-0.8714234347664377,0.014665494184481096
41,2015-03-04,0.014665494184481096,0.32865897810386663,-0.7495878078267664,0.32865897810386663,0.7689185862102643
42,2015-03-05,0.7689185862102643,0.640259570466701,-0.6072201037664208,0.640259570466701,0.7790204707827488
43,2015-03-06,0.7790204707827488,-0.666976747813578,-0.5373196848829835,-0.666976747813578,0.9202424411425434
44,2015-03-09,0.9202424411425434,-0.01378018205871869,0.039601418562316304,-0.01378018205871869,-1.6783639595196675
45,2015-03-10,-1.6783639595196675,0.5646732468355689,-0.12643452733555616,0.5646732468355689,0.4482760314816203
46,2015-03-11,0.4482760314816203,-0.32968236232607034,-0.717980304558687,-0.32968236232607034,-0.3170427961954676
47,2015-03-12,-0.3170427961954676,-0.48945012349551764,-0.7372561408046212,-0.48945012349551764,-0.3911734213471955
48,2015-03-13,-0.3911734213471955,-0.06723432579012417,-0.13155724439224092,-0.06723432579012417,0.4804091224899346
49,2015-03-16,0.4804091224899346,0.35331307033896736,0.044724135619001085,0.35331307033896736,-0.12077381153153542
50,2015-03-17,-0.12077381153153542,0.36501279880843607,0.04440536208373865,0.36501279880843607,-1.1440900286227915
51,2015-03-18,-1.1440900286227915,-0.7801238644815065,-0.2193791608625995,-0.7801238644815065,-0.6198971756000917
52,2015-03-19,-0.6198971756000917,0.4880242596967455,-0.1318783405110403,0.4880242596967455,0.01501179702789807
53,2015-03-20,0.01501179702789807,0.30866250188996386,0.48258379776903526,0.30866250188996386,0.6902822470068045
54,2015-03-23,0.6902822470068045,-1.438429770419699,0.30102515600576757,-1.438429770419699,0.8888517658864866
55,2015-03-24,0.8888517658864866,-0.6706078644948146,-0.47473754685022934,-0.6706078644948146,-1.5555513679823474
56,2015-03-25,-1.5555513679823474,-2.628523700676406,-1.4775001462945094,-2.628523700676406,-0.6129312149883458
57,2015-03-26,-0.6129312149883458,-0.25365605742297637,0.14054442722798544,-0.25365605742297637,0.07942732737872754
58,2015-03-27,0.07942732737872754,0.6552252348984994,0.5896887071271705,0.6552252348984994,0.28129387251951266
59,2015-03-30,0.28129387251951266,0.048027349606083666,-0.22262573262165367,0.048027349606083666,-0.3041563170155004
60,2015-03-31,-0.3041563170155004,-1.1402992146278295,-0.22395815509918712,-1.1402992146278295,-0.627498459362001
61,2015-04-01,-0.627498459362001,0.03258032443076883,0.04702203594786827,0.03258032443076883,-0.27545140789568
62,2015-04-02,-0.27545140789568,-0.02500777569580616,-0.04341655438661992,-0.02500777569580616,-0.13546929926477905
63,2015-04-06,-0.13546929926477905,1.023263543233641,0.0466864559914591,1.023263543233641,0.24274398134681702
64,2015-04-07,0.24274398134681702,0.2293977978627742,-0.04341655438661992,0.2293977978627742,-0.005779542570354163
65,2015-04-08,-0.005779542570354163,0.17184669614053377,0.0463533572262237,0.17184669614053377,-0.14591561956027554
66,2015-04-09,-0.14591561956027554,0.7967334661303533,0.0460227122355702,0.7967334661303533,0.31695619904128847
67,2015-04-10,0.31695619904128847,0.28654792840582055,0.31108220043848184,0.28654792840582055,-0.46874410314349924
68,2015-04-13,-0.46874410314349924,-0.49140956907399663,0.13191080249322207,-0.49140956907399663,-0.027303739526719877
69,2015-04-14,-0.027303739526719877,-0.45904169549287765,-1.0237701243478239,-0.45904169549287765,0.03746095846035243
70,2015-04-15,0.03746095846035243,0.3604700774251901,0.22790172563460656,0.3604700774251901,-0.016527424575077544
71,2015-04-16,-0.016527424575077544,-0.3687098456848441,1.439293384062142,-0.3687098456848441,-1.4011929639607068
72,2015-04-17,-1.4011929639607068,-0.639935471288499,-2.6300772038953717,-0.639935471288499,0.2698596511866653
73,2015-04-20,0.2698596511866653,-0.3191190552168796,-0.9056160053702156,-0.3191190552168796,0.3446978099658017
74,2015-04-21,0.3446978099658017,-0.1746208943050392,-1.4485947738982614,-0.1746208943050392,0.3206583869560718
75,2015-04-22,0.3206583869560718,0.3310869325438948,-0.7777236255747283,0.3310869325438948,2.238959923267882
76,2015-04-23,2.238959923267882,-0.2820724388627884,0.48334452311600234,-0.2820724388627884,0.28487264779291926
77,2015-04-24,0.28487264779291926,-0.4640957288833447,-0.3581000092952611,-0.4640957288833447,-0.15251657485745113
78,2015-04-27,-0.15251657485745113,0.1876460025756827,0.3752616352124343,0.1876460025756827,0.36657675286532365
79,2015-04-28,0.36657675286532365,0.07773871040480083,-0.3567464944298949,0.07773871040480083,-0.6617960556274818
80,2015-04-29,-0.6617960556274818,-0.42651411591336075,-0.36084242653638027,-0.42651411591336075,-0.689297213404781
81,2015-04-30,-0.689297213404781,-0.011812185565677235,-0.2573627263590575,-0.011812185565677235,1.0503339594178425
82,2015-05-01,1.0503339594178425,0.8598523721154268,0.487955489735578,0.8598523721154268,-0.23551886196012223
83,2015-05-04,-0.23551886196012223,-0.3673949375901766,-0.04341655438661992,-0.3673949375901766,-1.2679504732314397
84,2015-05-05,-1.2679504732314397,-1.1608868918665824,-0.36084242653638027,-1.1608868918665824,-0.5177406058829275
85,2015-05-06,-0.5177406058829275,0.0068474593531259835,0.06285378343506613,0.0068474593531259835,0.4627660666033657
86,2015-05-07,0.4627660666033657,0.580342287128231,0.27263216004629615,0.580342287128231,0.8679556033478605
87,2015-05-08,0.8679556033478605,-3.190814828682427,-0.1483097344914617,-3.190814828682427,-0.5421692497071128
88,2015-05-11,-0.5421692497071128,-0.5065626903091777,0.06147662571822184,-0.5065626903091777,-0.08029426952177139
89,2015-05-12,-0.08029426952177139,0.2661709629263529,0.26857146454688624,0.2661709629263529,0.4976924198842796
90,2015-05-13,0.4976924198842796,0.1098482873493801,0.16237055380214965,0.1098482873493801,1.2966713855847223
91,2015-05-14,1.2966713855847223,0.5245045499313232,-0.4567496562608755,0.5245045499313232,-0.748447953234282
92,2015-05-15,-0.748447953234282,-0.10139407867368355,-0.14785857963464008,-0.10139407867368355,0.013644452664245979
93,2015-05-18,0.013644452664245979,-0.1766371356165338,0.26857146454688624,-0.1766371356165338,-0.25575195645236976
94,2015-05-19,-0.25575195645236976,-0.5555881919630529,-0.7777236255747283,-0.5555881919630529,-0.14201839536786234
95,2015-05-20,-0.14201839536786234,-0.12019586369141239,0.3789024978679822,-0.12019586369141239,0.572457236840921
96,2015-05-21,0.572457236840921,-0.40672422908357975,-0.46573560664122204,-0.40672422908357975,-0.0587014449235007
97,2015-05-22,-0.0587014449235007,-0.17774376338786455,-0.04341655438661992,-0.17774376338786455,-1.0664281239656737
98,2015-05-26,-1.0664281239656737,-0.3705488400328114,-0.6909944894801323,-0.3705488400328114,0.6389930284213476
99,2015-05-27,0.6389930284213476,1.96867390242261,0.6041613807068925,1.96867390242261,1.1723603711715544
100,2015-05-28,1.1723603711715544,0.42614654140828195,-0.15015401607330803,0.42614654140828195,0.7692044259497985
101,2015-05-29,0.7692044259497985,-0.1382877598884017,0.06332090730006817,-0.1382877598884017,1.1533407018789297
102,2015-06-01,1.1533407018789297,0.32966745545522735,-0.365046864852777,0.32966745545522735,-0.5912408685226227
103,2015-06-02,-0.5912408685226227,-0.9153636938488902,0.49029137867351824,-0.9153636938488902,-0.028185154658656876
104,2015-06-03,-0.028185154658656876,-0.5606740852975086,-0.255494176980601,-0.5606740852975086,0.43624226946018163
105,2015-06-04,0.43624226946018163,0.5931392517227791,0.48334452311600234,0.5931392517227791,0.686088324530996
106,2015-06-05,0.686088324530996,0.18681306524518565,-0.04341655438661992,0.18681306524518565,-2.39830499904296
107,2015-06-08,-2.39830499904296,-1.0483750620868728,-0.25275175973948183,-1.0483750620868728,-0.48453810134579406
108,2015-06-09,-0.48453810134579406,0.08182910119993783,-0.2545720887146942,0.08182910119993783,0.022960224999304845
109,2015-06-10,0.022960224999304845,-0.8411098573520227,0.27263216004629615,-0.8411098573520227,-0.058452756162447744
110,2015-06-11,-0.058452756162447744,0.3065283191225185,-0.04341655438661992,0.3065283191225185,-0.4772546821471661
111,2015-06-12,-0.4772546821471661,-1.2240910625937798,-0.1483097344914617,-1.2240910625937798,-0.058605342244634914
112,2015-06-15,-0.058605342244634914,-0.19615114478779336,0.06147662571822184,-0.19615114478779336,0.49273921517238756
113,2015-06-16,0.49273921517238756,0.3709455062070003,0.26857146454688624,0.3709455062070003,-0.007616463963581657
114,2015-06-17,-0.007616463963581657,0.3464420163212989,1.1659321083334404,0.3464420163212989,0.10396414422451526
115,2015-06-18,0.10396414422451526,0.5423535880023082,0.44322765716737517,0.5423535880023082,0.4465163217671617
116,2015-06-19,0.4465163217671617,-0.24816897209170122,0.5279682418345617,-0.24816897209170122,0.5424340903690236
117,2015-06-22,0.5424340903690236,-0.28533592412872644,0.3301713287223431,-0.28533592412872644,0.14095437199249358
118,2015-06-23,0.14095437199249358,-1.1633278425543496,-0.13627606883278381,-1.1633278425543496,-0.35679542032733513
119,2015-06-24,-0.35679542032733513,-0.5184802832251353,0.049442960059543975,-0.5184802832251353,-0.0480883751772049
120,2015-06-25,-0.0480883751772049,0.18361903867083965,-0.41700443749558297,0.18361903867083965,-0.5999030419925904
121,2015-06-26,-0.5999030419925904,-0.9419835263565721,-1.1014455621617967,-0.9419835263565721,-1.7445878827527272
122,2015-06-29,-1.7445878827527272,-1.3355967051579063,-1.3563164761017532,-1.3355967051579063,0.8568070206328997
123,2015-06-30,0.8568070206328997,-0.14010459278693568,0.5713690280721347,-0.14010459278693568,0.15561725328248127
124,2015-07-01,0.15561725328248127,0.45317450818786675,0.15810106219806272,0.45317450818786675,1.3906992664482447
125,2015-07-02,1.3906992664482447,-0.08095391077989506,1.0359937468679745,-0.08095391077989506,-0.12768705099757302
126,2015-07-06,-0.12768705099757302,-0.6135059910900865,-0.6262301329695185,-0.6135059910900865,0.18064131516035428
127,2015-07-07,0.18064131516035428,-0.8818602285579672,-4.099946361607195,-0.8818602285579672,-1.0286332119086128
128,2015-07-08,-1.0286332119086128,-0.4045042215363059,-0.9911557086198641,-0.4045042215363059,0.7436408953231685
129,2015-07-09,0.7436408953231685,-0.6123238356494988,-0.40857732186850637,-0.6123238356494988,0.5565471833149235
130,2015-07-10,0.5565471833149235,0.5752138124922137,-0.28994388438758023,0.5752138124922137,1.0373828085604637
131,2015-07-13,1.0373828085604637,0.1425349980045708,-0.04341655438661992,0.1425349980045708,0.07809174725209073
132,2015-07-14,0.07809174725209073,-0.10005685810952265,1.046764531447185,-0.10005685810952265,-0.1833860019720406
133,2015-07-15,-0.1833860019720406,-0.4030657309692853,-1.1335976402204249,-0.4030657309692853,2.0121539063201803
134,2015-07-16,2.0121539063201803,0.7621863484003895,-1.1848517512685703,0.7621863484003895,0.6149413604955184
135,2015-07-17,0.6149413604955184,-0.35892528880736513,-1.1051259192949954,-0.35892528880736513,1.4220802418434866
136,2015-07-20,1.4220802418434866,-0.8653584839759794,0.09186364750758282,-0.8653584839759794,0.02645689864539634
137,2015-07-21,0.02645689864539634,0.06234062323665942,-0.04341655438661992,0.06234062323665942,-0.3615894155915149
138,2015-07-22,-0.3615894155915149,-0.8966321934943923,-0.17869675628082266,-0.8966321934943923,-0.08136713770588677
139,2015-07-23,-0.08136713770588677,0.371932108266674,-0.45383872068687353,0.371932108266674,-0.4723902045419827
140,2015-07-24,-0.4723902045419827,-0.5916973042938131,-1.318021666973224,-0.5916973042938131,-0.5413529787557433
141,2015-07-27,-0.5413529787557433,-0.34767621880920924,-0.7815503899724816,-0.34767621880920924,0.6826699158824029
142,2015-07-28,0.6826699158824029,0.7414937627311238,2.10690198808134,0.7414937627311238,0.8671972862423754
143,2015-07-29,0.8671972862423754,0.3639963588845023,2.432570579408465,0.3639963588845023,-0.8566087336640956
144,2015-07-30,-0.8566087336640956,-0.020052746560736447,-0.41796485569080266,-0.020052746560736447,-0.5825965536771872
145,2015-07-31,-0.5825965536771872,-0.2604616345799264,-0.04341655438661992,-0.2604616345799264,0.41958975431279955
146,2015-08-03,0.41958975431279955,0.5565488014582763,3.136100393285449,0.5565488014582763,0.1353641632366909
147,2015-08-04,0.1353641632366909,0.03738981047622675,-0.8286079830809528,0.03738981047622675,0.285834558571238
148,2015-08-05,0.285834558571238,0.29053817856947517,0.29620763125319577,0.29053817856947517,-0.9057656750423063
149,2015-08-06,-0.9057656750423063,-0.37396191359066505,-0.6121248299728865,-0.37396191359066505,0.8080134563598149
150,2015-08-07,0.8080134563598149,4.550871072101204,-0.2746824303976315,4.550871072101204,0.1984577041096634
151,2015-08-10,0.1984577041096634,1.2502187441088706,-1.9773921074068936,1.2502187441088706,-1.1644931122106186
152,2015-08-11,-1.1644931122106186,-0.32279364462612775,-0.4238326912634323,-0.32279364462612775,-0.3229513175590324
153,2015-08-12,-0.3229513175590324,-0.01877138614141589,-0.04341655438661992,-0.01877138614141589,-0.08204478200473517
154,2015-08-13,-0.08204478200473517,-0.45928519157661307,-1.4915966779959506,-0.45928519157661307,0.552456509674047
155,2015-08-14,0.552456509674047,-0.08615556311975181,0.6255715805677237,-0.08615556311975181,0.02716690890634159
156,2015-08-17,0.02716690890634159,-0.3761968017161851,-0.5771244874467608,-0.3761968017161851,-1.1793624087323302
157,2015-08-18,-1.1793624087323302,-0.654498915045141,-0.04341655438661992,-0.654498915045141,-0.7959237096902945
158,2015-08-19,-0.7959237096902945,-0.2766613059185721,-0.04341655438661992,-0.2766613059185721,-2.1135502769526227
159,2015-08-20,-2.1135502769526227,-1.5927214478672602,-1.431379081269536,-1.5927214478672602,-1.8028929954230344
160,2015-08-21,-1.8028929954230344,-1.3869557730054345,1.0732276924750694,-1.3869557730054345,-2.0767012406278265
161,2015-08-24,-2.0767012406278265,-1.5634659956116428,-0.4561641703975912,-1.5634659956116428,0.6977451910014617
162,2015-08-25,0.6977451910014617,-0.9604255685637271,-1.3255008203980103,-0.9604255685637271,2.2121590684800987
163,2015-08-26,2.2121590684800987,2.792511923484134,0.8187828965969783,2.792511923484134,2.110045535214912
164,2015-08-27,2.110045535214912,1.3578322652696948,0.7892158766521432,1.3578322652696948,0.3014527262874582
165,2015-08-28,0.3014527262874582,0.05637766350718937,0.893223712256222,0.05637766350718937,-0.35496402381455033
166,2015-08-31,-0.35496402381455033,-0.5630936510252279,-0.5742078177614707,-0.5630936510252279,-1.4845355735524342
167,2015-09-01,-1.4845355735524342,-1.7935881709343606,-1.4234886722851774,-1.7935881709343606,0.8613086608681031
168,2015-09-02,0.8613086608681031,1.069298368829924,0.7940020663662106,1.069298368829924,0.3498682175587765
169,2015-09-03,0.3498682175587765,-0.012155119879952563,0.22942601761813938,-0.012155119879952563,-1.3254905635164604
170,2015-09-04,-1.3254905635164604,-1.0663613232208944,0.36018387413458014,-1.0663613232208944,-0.31751060758518773
171,2015-09-08,-0.31751060758518773,1.5565361522553665,0.7442006006406454,1.5565361522553665,-0.41263420246226806
172,2015-09-09,-0.41263420246226806,-0.9227559851015651,-0.4340319494192671,-0.9227559851015651,-0.15561660309844533
173,2015-09-10,-0.15561660309844533,0.5054023712550518,-0.17503060794809452,0.5054023712550518,0.36051592931098125
174,2015-09-11,0.36051592931098125,0.0037595163679760442,2.102427969932209,0.0037595163679760442,-1.384972048911701
175,2015-09-14,-1.384972048911701,-0.049534336723449396,-2.4546487851385925,-0.049534336723449396,0.5089220600445745
176,2015-09-15,0.5089220600445745,0.31862518272018847,0.4844897460009128,0.31862518272018847,1.7356295595623776
177,2015-09-16,1.7356295595623776,0.15814519484751055,0.3451154694092211,0.15814519484751055,-1.1289712427550695
178,2015-09-17,-1.1289712427550695,0.24221583964163906,-0.04341655438661992,0.24221583964163906,-0.6263315127439337
179,2015-09-18,-0.6263315127439337,-0.1545670289779803,-0.30174594218281825,-0.1545670289779803,-0.2749793473153021
180,2015-09-21,-0.2749793473153021,0.29036467067887295,-0.835314994154028,0.29036467067887295,-0.7782645840313343
181,2015-09-22,-0.7782645840313343,-1.2245218643580273,-1.1411281252695047,-1.2245218643580273,-0.08616658010206604
182,2015-09-23,-0.08616658010206604,0.07179165651685372,-0.468198233633416,0.07179165651685372,0.009957456709012066
183,2015-09-24,0.009957456709012066,0.6386752489060938,0.24059526143630638,0.6386752489060938,-0.7143825468545858
184,2015-09-25,-0.7143825468545858,0.16919495427728984,-0.1850072379784229,0.16919495427728984,-2.9982255067890016
185,2015-09-28,-2.9982255067890016,-0.6494922967317582,-0.7640253217784153,-0.6494922967317582,-0.1911911985272222
186,2015-09-29,-0.1911911985272222,0.5783552964188268,0.10242612687590773,0.5783552964188268,0.8747700282805574
187,2015-09-30,0.8747700282805574,1.4368102525503292,0.6729402153344507,1.4368102525503292,1.1336675083299155
188,2015-10-01,1.1336675083299155,-0.9076967285395917,0.23731181427617923,-0.9076967285395917,1.4742701964882243
